z,mu,sig
0.41097,41.81159,0.11717545348749456
0.41113,41.6509,0.20718693877752045
0.41235,41.82979,0.1829396621840108
0.41257,41.68001,0.2637295829064309
0.41357,41.65307,0.2158222240641589
0.41447,41.75128,0.2526136108763738
0.41527,41.74117,0.12129088836347106
0.41568,41.64874,0.15489884602539816
0.41962,41.85497,0.2431693913715293
0.42029,41.98525,0.16678854996671683
0.42044,41.58688,0.11769365148554106
0.42054,41.74141,0.14704710979818678
0.42068,41.57618,0.12889693557257287
0.42089,41.70125,0.15553589167777318
0.42131,41.91931,0.14408424618951235
0.42147,41.98488,0.15977155222379236
0.42199,41.63381,0.1668830500680042
0.42224,42.12211,0.22121733679800054
0.42235,41.72469,0.2274103119913431
0.42267,42.10023,0.273118788258882
0.42273,41.77707,0.16461094617309022
0.42348,41.72135,0.1585654025946392
0.42354,42.3467,14.273281048854882
0.42376,41.69933,0.15652459998351698
0.42391,41.85669,0.10824055663197597
0.4242,41.7406,0.1552212279296875
